[id][cost,state,father_id,action,depth,h,value]
[28127][1456,(78, 203),28126,O,582,319,319]
[28222][1459,(78, 202),28127,O,583,320,320]
[28226][1462,(79, 202),28222,S,584,319,319]
[28227][1465,(79, 201),28226,O,585,320,320]
[28232][1468,(79, 200),28227,O,586,321,321]
[28240][1470,(79, 199),28232,O,587,322,322]
[28261][1472,(79, 198),28240,O,588,323,323]
[28275][1475,(78, 198),28261,N,589,324,324]
[28313][1479,(78, 199),28275,E,590,323,323]
[28314][1482,(77, 199),28313,N,591,324,324]
[28316][1486,(77, 198),28314,O,592,325,325]
[28369][1488,(76, 198),28316,N,593,326,326]
[28388][1490,(75, 198),28369,N,594,327,327]
[28406][1494,(74, 198),28388,N,595,328,328]
[28436][1497,(74, 199),28406,E,596,327,327]
[28437][1499,(73, 199),28436,N,597,328,328]
[28464][1502,(73, 200),28437,E,598,327,327]
[28465][1504,(72, 200),28464,N,599,328,328]
[28468][1507,(71, 200),28465,N,600,329,329]
[28473][1508,(71, 199),28468,O,601,330,330]
[28487][1509,(70, 199),28473,N,602,331,331]
[28510][1513,(69, 199),28487,N,603,332,332]
[28524][1515,(68, 199),28510,N,604,333,333]
[28533][1517,(68, 200),28524,E,605,332,332]
[28534][1519,(67, 200),28533,N,606,333,333]
[28540][1521,(66, 200),28534,N,607,334,334]
[28550][1525,(66, 199),28540,O,608,335,335]
[34461][1526,(65, 199),28550,N,609,336,336]
[34488][1527,(65, 200),34461,E,610,335,335]
[34489][1531,(65, 201),34488,E,611,334,334]
[34490][1532,(64, 201),34489,N,612,335,335]
[34491][1533,(63, 201),34490,N,613,336,336]
[34492][1537,(63, 202),34491,E,614,335,335]
[34493][1539,(63, 203),34492,E,615,334,334]
[34494][1542,(62, 203),34493,N,616,335,335]
[34499][1545,(62, 202),34494,O,617,336,336]
[34501][1549,(61, 202),34499,N,618,337,337]
[34577][1551,(60, 202),34501,N,619,338,338]
[34664][1555,(60, 203),34577,E,620,337,337]
[34665][1556,(60, 204),34664,E,621,336,336]
[34666][1560,(60, 205),34665,E,622,335,335]
[34668][1564,(59, 205),34666,N,623,336,336]
[34675][1568,(58, 205),34668,N,624,337,337]
[34678][1572,(57, 205),34675,N,625,338,338]
[34681][1575,(56, 205),34678,N,626,339,339]
[34712][1578,(56, 204),34681,O,627,340,340]
[35008][1581,(57, 204),34712,S,628,339,339]
[35009][1585,(57, 203),35008,O,629,340,340]
[35011][1589,(58, 203),35009,S,630,339,339]
[35012][1590,(58, 202),35011,O,631,340,340]
[35013][1593,(57, 202),35012,N,632,341,341]
[35128][1597,(57, 201),35013,O,633,342,342]
[35166][1599,(57, 200),35128,O,634,343,343]
[35250][1600,(56, 200),35166,N,635,344,344]
[35306][1601,(56, 199),35250,O,636,345,345]
[35397][1602,(56, 198),35306,O,637,346,346]
[35465][1606,(55, 198),35397,N,638,347,347]
[35498][1608,(54, 198),35465,N,639,348,348]
[35575][1610,(53, 198),35498,N,640,349,349]
[36503][1614,(53, 197),35575,O,641,350,350]
[36547][1616,(54, 197),36503,S,642,349,349]
[36548][1618,(54, 196),36547,O,643,350,350]
[36549][1619,(53, 196),36548,N,644,351,351]
[36692][1621,(52, 196),36549,N,645,352,352]
[36788][1622,(51, 196),36692,N,646,353,353]
[36902][1624,(51, 197),36788,E,647,352,352]
[36903][1626,(51, 198),36902,E,648,351,351]
[36904][1630,(50, 198),36903,N,649,352,352]
[36927][1632,(50, 197),36904,O,650,353,353]
[36928][1635,(49, 197),36927,N,651,354,354]
[36962][1637,(48, 197),36928,N,652,355,355]
[37540][1641,(47, 197),36962,N,653,356,356]
[37825][1645,(47, 198),37540,E,654,355,355]
[37827][1649,(48, 198),37825,S,655,354,354]
[37828][1653,(48, 199),37827,E,656,353,353]
[37829][1656,(47, 199),37828,N,657,354,354]
[37830][1660,(46, 199),37829,N,658,355,355]
[37831][1663,(46, 200),37830,E,659,354,354]
[37833][1664,(46, 201),37831,E,660,353,353]
[37835][1667,(46, 202),37833,E,661,352,352]
[37836][1669,(46, 203),37835,E,662,351,351]
[37839][1670,(46, 204),37836,E,663,350,350]
[37840][1674,(45, 204),37839,N,664,351,351]
[37841][1677,(45, 205),37840,E,665,350,350]
[37842][1681,(44, 205),37841,N,666,351,351]
[37843][1683,(43, 205),37842,N,667,352,352]
[37852][1684,(42, 205),37843,N,668,353,353]
[37855][1686,(41, 205),37852,N,669,354,354]
[37858][1687,(40, 205),37855,N,670,355,355]
[37861][1691,(39, 205),37858,N,671,356,356]
[37980][1693,(39, 204),37861,O,672,357,357]
[38064][1697,(40, 204),37980,S,673,356,356]
[38065][1700,(40, 203),38064,O,674,357,357]
[38066][1703,(40, 202),38065,O,675,358,358]
[38168][1705,(40, 201),38066,O,676,359,359]
[38307][1709,(39, 201),38168,N,677,360,360]
[38372][1712,(39, 200),38307,O,678,361,361]
[38570][1713,(38, 200),38372,N,679,362,362]
[38748][1715,(38, 199),38570,O,680,363,363]
[38870][1718,(37, 199),38748,N,681,364,364]
[38944][1721,(36, 199),38870,N,682,365,365]
[38982][1725,(35, 199),38944,N,683,366,366]
[39044][1728,(35, 200),38982,E,684,365,365]
[39045][1731,(35, 201),39044,E,685,364,364]
[39047][1732,(35, 202),39045,E,686,363,363]
[39049][1734,(35, 203),39047,E,687,362,362]
[39051][1736,(36, 203),39049,S,688,361,361]
[39052][1737,(36, 204),39051,E,689,360,360]
[39053][1741,(37, 204),39052,S,690,359,359]
[39055][1744,(37, 205),39053,E,691,358,358]
[39056][1746,(36, 205),39055,N,692,359,359]
[39058][1747,(35, 205),39056,N,693,360,360]
[39061][1749,(35, 206),39058,E,694,359,359]
[39063][1751,(35, 207),39061,E,695,358,358]
[39064][1753,(36, 207),39063,S,696,357,357]
[39065][1756,(37, 207),39064,S,697,356,356]
[39066][1760,(37, 208),39065,E,698,355,355]
[39069][1762,(37, 209),39066,E,699,354,354]
[39070][1765,(37, 210),39069,E,700,353,353]
[39071][1766,(36, 210),39070,N,701,354,354]
[39104][1768,(35, 210),39071,N,702,355,355]
[39107][1770,(34, 210),39104,N,703,356,356]
[39116][1773,(33, 210),39107,N,704,357,357]
[39120][1774,(32, 210),39116,N,705,358,358]
[39124][1778,(31, 210),39120,N,706,359,359]
[39130][1782,(31, 209),39124,O,707,360,360]
[39133][1783,(30, 209),39130,N,708,361,361]
[39144][1787,(29, 209),39133,N,709,362,362]
[39149][1788,(28, 209),39144,N,710,363,363]
[39156][1792,(28, 208),39149,O,711,364,364]
[39159][1793,(27, 208),39156,N,712,365,365]
[39161][1796,(27, 207),39159,O,713,366,366]
[39164][1798,(28, 207),39161,S,714,365,365]
[39165][1801,(29, 207),39164,S,715,364,364]
[39166][1803,(29, 206),39165,O,716,365,365]
[39167][1807,(29, 205),39166,O,717,366,366]
[39168][1810,(28, 205),39167,N,718,367,367]
[39236][1813,(28, 204),39168,O,719,368,368]
[39288][1814,(27, 204),39236,N,720,369,369]
[39355][1816,(27, 205),39288,E,721,368,368]
[39356][1817,(26, 205),39355,N,722,369,369]
[39357][1819,(26, 204),39356,O,723,370,370]
[39551][1821,(25, 204),39357,N,724,371,371]
[39620][1822,(25, 205),39551,E,725,370,370]
[39621][1826,(25, 206),39620,E,726,369,369]
[39622][1828,(24, 206),39621,N,727,370,370]
[39627][1831,(24, 207),39622,E,728,369,369]
[39628][1835,(24, 208),39627,E,729,368,368]
[39630][1837,(25, 208),39628,S,730,367,367]
[39631][1841,(26, 208),39630,S,731,366,366]
[39632][1844,(26, 209),39631,E,732,365,365]
[39633][1845,(25, 209),39632,N,733,366,366]
[39634][1848,(24, 209),39633,N,734,367,367]
[39640][1849,(23, 209),39634,N,735,368,368]
[39641][1853,(22, 209),39640,N,736,369,369]
[39642][1857,(22, 208),39641,O,737,370,370]
[46415][1860,(21, 208),39642,N,738,371,371]
[46639][1862,(20, 208),46415,N,739,372,372]
[46826][1863,(20, 209),46639,E,740,371,371]
[46827][1865,(19, 209),46826,N,741,372,372]
[46830][1866,(19, 208),46827,O,742,373,373]
[62288][1870,(18, 208),46830,N,743,374,374]
[62432][1873,(17, 208),62288,N,744,375,375]
[62504][1875,(16, 208),62432,N,745,376,376]
[62577][1876,(15, 208),62504,N,746,377,377]
[62682][1879,(15, 207),62577,O,747,378,378]
[62744][1880,(16, 207),62682,S,748,377,377]
[62745][1884,(16, 206),62744,O,749,378,378]
[62747][1887,(15, 206),62745,N,750,379,379]
[62855][1891,(14, 206),62747,N,751,380,380]
[63014][1894,(13, 206),62855,N,752,381,381]
[63047][1897,(13, 207),63014,E,753,380,380]
[63048][1900,(12, 207),63047,N,754,381,381]
[63055][1904,(12, 208),63048,E,755,380,380]
[63056][1905,(12, 209),63055,E,756,379,379]
[63057][1906,(12, 210),63056,E,757,378,378]
[63058][1910,(11, 210),63057,N,758,379,379]
[63080][1911,(11, 211),63058,E,759,378,378]
[63081][1914,(10, 211),63080,N,760,379,379]
[63084][1915,(10, 210),63081,O,761,380,380]
[63113][1919,(10, 209),63084,O,762,381,381]
[63119][1922,(11, 209),63113,S,763,380,380]
[63120][1924,(11, 208),63119,O,764,381,381]
[63121][1928,(10, 208),63120,N,765,382,382]
[63169][1929,(9, 208),63121,N,766,383,383]
[63201][1932,(8, 208),63169,N,767,384,384]
[63244][1936,(7, 208),63201,N,768,385,385]
[63269][1937,(7, 207),63244,O,769,386,386]
[63298][1941,(8, 207),63269,S,770,385,385]
[63299][1944,(8, 206),63298,O,771,386,386]
[63301][1945,(9, 206),63299,S,772,385,385]
[63302][1946,(9, 205),63301,O,773,386,386]
[63303][1948,(9, 204),63302,O,774,387,387]
[63344][1951,(8, 204),63303,N,775,388,388]
[63362][1952,(8, 203),63344,O,776,389,389]
[63637][1954,(7, 203),63362,N,777,390,390]
[63677][1957,(7, 202),63637,O,778,391,391]
[63738][1959,(8, 202),63677,S,779,390,390]
[63739][1963,(9, 202),63738,S,780,389,389]
[63741][1964,(9, 203),63739,E,781,388,388]
[63742][1968,(10, 203),63741,S,782,387,387]
[63743][1969,(10, 202),63742,O,783,388,388]
[63744][1972,(10, 201),63743,O,784,389,389]
[63749][1975,(10, 200),63744,O,785,390,390]
[63751][1977,(9, 200),63749,N,786,391,391]
[63754][1978,(9, 199),63751,O,787,392,392]
[63774][1982,(9, 198),63754,O,788,393,393]
[63793][1984,(9, 197),63774,O,789,394,394]
[63819][1986,(10, 197),63793,S,790,393,393]
[63820][1987,(10, 196),63819,O,791,394,394]
[63821][1991,(11, 196),63820,S,792,393,393]
[63822][1994,(11, 195),63821,O,793,394,394]
[63825][1995,(12, 195),63822,S,794,393,393]
[63826][1996,(13, 195),63825,S,795,392,392]
[63827][1999,(14, 195),63826,S,796,391,391]
[63828][2002,(14, 194),63827,O,797,392,392]
[63830][2003,(14, 193),63828,O,798,393,393]
[63844][2007,(14, 192),63830,O,799,394,394]
[63847][2010,(14, 191),63844,O,800,395,395]
[63949][2013,(14, 190),63847,O,801,396,396]
[63975][2014,(14, 189),63949,O,802,397,397]
[63987][2018,(13, 189),63975,N,803,398,398]
[64077][2022,(13, 188),63987,O,804,399,399]
[64098][2026,(14, 188),64077,S,805,398,398]
[64099][2030,(14, 187),64098,O,806,399,399]
[64100][2031,(15, 187),64099,S,807,398,398]
[64101][2032,(15, 186),64100,O,808,399,399]
[64104][2035,(16, 186),64101,S,809,398,398]
[64106][2037,(17, 186),64104,S,810,397,397]
[64108][2041,(17, 187),64106,E,811,396,396]
[64110][2045,(18, 187),64108,S,812,395,395]
[64112][2047,(18, 188),64110,E,813,394,394]
[64115][2051,(19, 188),64112,S,814,393,393]
[64116][2052,(19, 189),64115,E,815,392,392]
[64118][2053,(19, 190),64116,E,816,391,391]
[64121][2054,(20, 190),64118,S,817,390,390]
[64129][2056,(20, 191),64121,E,818,389,389]
[64130][2059,(20, 192),64129,E,819,388,388]
[64131][2060,(21, 192),64130,S,820,387,387]
[64133][2063,(22, 192),64131,S,821,386,386]
[64141][2066,(23, 192),64133,S,822,385,385]
[64143][2067,(24, 192),64141,S,823,384,384]
[64146][2071,(25, 192),64143,S,824,383,383]
[64286][2074,(26, 192),64146,S,825,382,382]
[64287][2075,(26, 191),64286,O,826,383,383]
[64292][2079,(27, 191),64287,S,827,382,382]
[64293][2083,(27, 190),64292,O,828,383,383]
[64295][2087,(27, 189),64293,O,829,384,384]
[64301][2090,(26, 189),64295,N,830,385,385]
[64321][2092,(26, 188),64301,O,831,386,386]
[64329][2096,(26, 187),64321,O,832,387,387]
[64334][2100,(26, 186),64329,O,833,388,388]
[64339][2102,(27, 186),64334,S,834,387,387]
[64340][2105,(27, 185),64339,O,835,388,388]
[64341][2108,(27, 184),64340,O,836,389,389]
[64344][2111,(26, 184),64341,N,837,390,390]
[64358][2114,(25, 184),64344,N,838,391,391]
[64362][2118,(24, 184),64358,N,839,392,392]
[64365][2121,(24, 183),64362,O,840,393,393]
[64373][2124,(24, 182),64365,O,841,394,394]
[64376][2125,(25, 182),64373,S,842,393,393]
[64377][2128,(25, 181),64376,O,843,394,394]
[64379][2131,(24, 181),64377,N,844,395,395]
[64387][2132,(23, 181),64379,N,845,396,396]
[64399][2135,(22, 181),64387,N,846,397,397]
[64402][2139,(22, 180),64399,O,847,398,398]
[64404][2140,(22, 179),64402,O,848,399,399]
[64406][2142,(22, 178),64404,O,849,400,400]
[64432][2145,(21, 178),64406,N,850,401,401]
[64452][2149,(21, 177),64432,O,851,402,402]
[64468][2153,(21, 176),64452,O,852,403,403]
[64521][2155,(21, 175),64468,O,853,404,404]
[64606][2159,(21, 174),64521,O,854,405,405]
[64729][2162,(22, 174),64606,S,855,404,404]
[64731][2164,(23, 174),64729,S,856,403,403]
[64733][2168,(24, 174),64731,S,857,402,402]
[64734][2172,(25, 174),64733,S,858,401,401]
[64735][2176,(25, 175),64734,E,859,400,400]
[64737][2179,(25, 176),64735,E,860,399,399]
[64740][2182,(26, 176),64737,S,861,398,398]
[64741][2184,(26, 177),64740,E,862,397,397]
[64743][2186,(27, 177),64741,S,863,396,396]
[64744][2190,(27, 176),64743,O,864,397,397]
[64747][2193,(27, 175),64744,O,865,398,398]
[64750][2196,(27, 174),64747,O,866,399,399]
[64764][2199,(27, 173),64750,O,867,400,400]
[64765][2202,(27, 172),64764,O,868,401,401]
[64766][2206,(26, 172),64765,N,869,402,402]
[64770][2209,(26, 171),64766,O,870,403,403]
[64771][2211,(27, 171),64770,S,871,402,402]
[64772][2212,(27, 170),64771,O,872,403,403]
[64773][2214,(26, 170),64772,N,873,404,404]
[64807][2216,(26, 169),64773,O,874,405,405]
[64814][2220,(26, 168),64807,O,875,406,406]
[65746][2221,(25, 168),64814,N,876,407,407]
[65801][2222,(25, 167),65746,O,877,408,408]
[65836][2223,(24, 167),65801,N,878,409,409]
[65855][2226,(24, 166),65836,O,879,410,410]
[65959][2228,(24, 165),65855,O,880,411,411]
[65990][2230,(24, 164),65959,O,881,412,412]
[66040][2231,(24, 163),65990,O,882,413,413]
[66070][2235,(23, 163),66040,N,883,414,414]
[66126][2237,(23, 162),66070,O,884,415,415]
[66146][2240,(22, 162),66126,N,885,416,416]
[66166][2241,(22, 161),66146,O,886,417,417]
[66188][2243,(21, 161),66166,N,887,418,418]
[66229][2245,(20, 161),66188,N,888,419,419]
[66247][2248,(20, 160),66229,O,889,420,420]
[66270][2250,(20, 159),66247,O,890,421,421]
[69764][2252,(21, 159),66270,S,891,420,420]
[69766][2254,(22, 159),69764,S,892,419,419]
[69768][2256,(22, 158),69766,O,893,420,420]
[69770][2258,(23, 158),69768,S,894,419,419]
[69772][2260,(24, 158),69770,S,895,418,418]
[69776][2261,(25, 158),69772,S,896,417,417]
[69777][2262,(25, 159),69776,E,897,416,416]
[69779][2263,(26, 159),69777,S,898,415,415]
[69780][2266,(26, 158),69779,O,899,416,416]
[69841][2267,(26, 157),69780,O,900,417,417]
[72475][2268,(26, 156),69841,O,901,418,418]
[72513][2272,(26, 155),72475,O,902,419,419]
[72546][2276,(26, 154),72513,O,903,420,420]
[72565][2280,(26, 153),72546,O,904,421,421]
[72635][2283,(26, 152),72565,O,905,422,422]
[72836][2286,(26, 151),72635,O,906,423,423]
[72927][2288,(26, 150),72836,O,907,424,424]
[73074][2291,(26, 149),72927,O,908,425,425]
[73707][2295,(26, 148),73074,O,909,426,426]
[73975][2299,(26, 147),73707,O,910,427,427]
[74329][2300,(26, 146),73975,O,911,428,428]
[74428][2304,(25, 146),74329,N,912,429,429]
[74536][2307,(24, 146),74428,N,913,430,430]
[74672][2310,(23, 146),74536,N,914,431,431]
[74728][2311,(23, 147),74672,E,915,430,430]
[74729][2312,(23, 148),74728,E,916,429,429]
[74730][2316,(22, 148),74729,N,917,430,430]
[74732][2317,(22, 147),74730,O,918,431,431]
[74733][2318,(21, 147),74732,N,919,432,432]
[74843][2322,(20, 147),74733,N,920,433,433]
[74887][2325,(20, 146),74843,O,921,434,434]
[74986][2328,(20, 145),74887,O,922,435,435]
[75121][2329,(19, 145),74986,N,923,436,436]
[75261][2332,(19, 144),75121,O,924,437,437]
[75304][2333,(18, 144),75261,N,925,438,438]
[75385][2334,(18, 143),75304,O,926,439,439]
[75423][2336,(19, 143),75385,S,927,438,438]
[75424][2340,(19, 142),75423,O,928,439,439]
[75426][2342,(19, 141),75424,O,929,440,440]
[75483][2344,(19, 140),75426,O,930,441,441]
[75640][2346,(20, 140),75483,S,931,440,440]
[75641][2348,(20, 139),75640,O,932,441,441]
[75643][2350,(21, 139),75641,S,933,440,440]
[75645][2352,(22, 139),75643,S,934,439,439]
[75646][2354,(23, 139),75645,S,935,438,438]
[75647][2358,(23, 138),75646,O,936,439,439]
[75650][2361,(24, 138),75647,S,937,438,438]
[75651][2365,(25, 138),75650,S,938,437,437]
[75654][2369,(26, 138),75651,S,939,436,436]
[75658][2373,(26, 137),75654,O,940,437,437]
[75659][2377,(26, 136),75658,O,941,438,438]
[75660][2379,(25, 136),75659,N,942,439,439]
[75661][2381,(25, 135),75660,O,943,440,440]
[75664][2385,(24, 135),75661,N,944,441,441]
[75668][2387,(24, 134),75664,O,945,442,442]
[75710][2389,(24, 133),75668,O,946,443,443]
[75840][2391,(24, 132),75710,O,947,444,444]
[75908][2395,(25, 132),75840,S,948,443,443]
[75910][2399,(26, 132),75908,S,949,442,442]
[75911][2401,(26, 133),75910,E,950,441,441]
[75913][2402,(27, 133),75911,S,951,440,440]
[75914][2406,(27, 134),75913,E,952,439,439]
[75917][2410,(28, 134),75914,S,953,438,438]
[75918][2414,(28, 135),75917,E,954,437,437]
[75919][2416,(29, 135),75918,S,955,436,436]
[75921][2417,(30, 135),75919,S,956,435,435]
[75922][2418,(30, 134),75921,O,957,436,436]
[75944][2419,(31, 134),75922,S,958,435,435]
[75946][2422,(32, 134),75944,S,959,434,434]
[75947][2425,(32, 133),75946,O,960,435,435]
[75949][2429,(33, 133),75947,S,961,434,434]
[75951][2432,(33, 134),75949,E,962,433,433]
[75953][2433,(34, 134),75951,S,963,432,432]
[75954][2437,(34, 135),75953,E,964,431,431]
[75957][2440,(35, 135),75954,S,965,430,430]
[75958][2443,(35, 136),75957,E,966,429,429]
[75959][2447,(36, 136),75958,S,967,428,428]
[75961][2448,(36, 137),75959,E,968,427,427]
[75963][2452,(36, 138),75961,E,969,426,426]
[75964][2456,(36, 139),75963,E,970,425,425]
[75966][2459,(37, 139),75964,S,971,424,424]
[75967][2461,(37, 140),75966,E,972,423,423]
[75968][2464,(37, 141),75967,E,973,422,422]
[75969][2465,(37, 142),75968,E,974,421,421]
[75971][2467,(38, 142),75969,S,975,420,420]
[75972][2470,(38, 141),75971,O,976,421,421]
[75974][2471,(38, 140),75972,O,977,422,422]
[75976][2475,(38, 139),75974,O,978,423,423]
[75979][2479,(39, 139),75976,S,979,422,422]
[75982][2481,(40, 139),75979,S,980,421,421]
[75986][2482,(41, 139),75982,S,981,420,420]
[75987][2484,(41, 138),75986,O,982,421,421]
[75988][2487,(41, 137),75987,O,983,422,422]
[75990][2490,(42, 137),75988,S,984,421,421]
[75992][2492,(43, 137),75990,S,985,420,420]
[75994][2494,(44, 137),75992,S,986,419,419]
[75997][2497,(44, 136),75994,O,987,420,420]
[76007][2501,(44, 135),75997,O,988,421,421]
[76016][2502,(44, 134),76007,O,989,422,422]
[76020][2504,(45, 134),76016,S,990,421,421]
[76021][2505,(45, 133),76020,O,991,422,422]
[76023][2508,(46, 133),76021,S,992,421,421]
[76024][2510,(46, 132),76023,O,993,422,422]
[76026][2514,(47, 132),76024,S,994,421,421]
[76027][2515,(47, 133),76026,E,995,420,420]
[76029][2517,(48, 133),76027,S,996,419,419]
[76030][2518,(48, 134),76029,E,997,418,418]
[76031][2519,(49, 134),76030,S,998,417,417]
[76032][2521,(50, 134),76031,S,999,416,416]
[76033][2522,(50, 133),76032,O,1000,417,417]
[76052][2524,(51, 133),76033,S,1001,416,416]
[76053][2525,(51, 132),76052,O,1002,417,417]
[76054][2526,(52, 132),76053,S,1003,416,416]
[76055][2529,(52, 131),76054,O,1004,417,417]
[76056][2532,(52, 130),76055,O,1005,418,418]
[76057][2535,(52, 129),76056,O,1006,419,419]
[76059][2536,(52, 128),76057,O,1007,420,420]
[76063][2537,(53, 128),76059,S,1008,419,419]
[76064][2540,(53, 127),76063,O,1009,420,420]
[76066][2542,(54, 127),76064,S,1010,419,419]
[76067][2544,(54, 126),76066,O,1011,420,420]
[76086][2546,(54, 125),76067,O,1012,421,421]
[76088][2550,(54, 124),76086,O,1013,422,422]
[76093][2553,(53, 124),76088,N,1014,423,423]
[76103][2556,(53, 125),76093,E,1015,422,422]
[76104][2557,(52, 125),76103,N,1016,423,423]
[76107][2561,(52, 124),76104,O,1017,424,424]
[76115][2563,(51, 124),76107,N,1018,425,425]
[76135][2566,(51, 123),76115,O,1019,426,426]
[76180][2568,(52, 123),76135,S,1020,425,425]
[76181][2570,(52, 122),76180,O,1021,426,426]
[76206][2572,(52, 121),76181,O,1022,427,427]
[76216][2573,(51, 121),76206,N,1023,428,428]
[76232][2576,(50, 121),76216,N,1024,429,429]
[76248][2579,(50, 120),76232,O,1025,430,430]
[76262][2582,(49, 120),76248,N,1026,431,431]
[76268][2583,(48, 120),76262,N,1027,432,432]
[76275][2584,(48, 119),76268,O,1028,433,433]
[76307][2587,(48, 118),76275,O,1029,434,434]
[76314][2588,(49, 118),76307,S,1030,433,433]
[76315][2589,(49, 117),76314,O,1031,434,434]
[76316][2590,(49, 116),76315,O,1032,435,435]
[76368][2594,(49, 115),76316,O,1033,436,436]
[76379][2595,(49, 114),76368,O,1034,437,437]
[76393][2597,(48, 114),76379,N,1035,438,438]
[76400][2598,(47, 114),76393,N,1036,439,439]
[76428][2600,(47, 113),76400,O,1037,440,440]
[76441][2602,(48, 113),76428,S,1038,439,439]
[76442][2606,(48, 112),76441,O,1039,440,440]
[76444][2608,(49, 112),76442,S,1040,439,439]
[76445][2610,(50, 112),76444,S,1041,438,438]
[76446][2613,(50, 111),76445,O,1042,439,439]
[76451][2614,(50, 110),76446,O,1043,440,440]
[76453][2616,(51, 110),76451,S,1044,439,439]
[76454][2620,(52, 110),76453,S,1045,438,438]
[76455][2622,(52, 109),76454,O,1046,439,439]
[76457][2623,(53, 109),76455,S,1047,438,438]
[76458][2624,(53, 108),76457,O,1048,439,439]
[76461][2628,(53, 107),76458,O,1049,440,440]
[76484][2630,(54, 107),76461,S,1050,439,439]
[76485][2634,(54, 106),76484,O,1051,440,440]
[76486][2637,(54, 105),76485,O,1052,441,441]
[76492][2638,(54, 104),76486,O,1053,442,442]
[76513][2642,(54, 103),76492,O,1054,443,443]
[76531][2646,(53, 103),76513,N,1055,444,444]
[76589][2647,(52, 103),76531,N,1056,445,445]
[76661][2650,(51, 103),76589,N,1057,446,446]
[76719][2653,(51, 102),76661,O,1058,447,447]
[76835][2656,(50, 102),76719,N,1059,448,448]
[76860][2658,(50, 103),76835,E,1060,447,447]
[76861][2659,(49, 103),76860,N,1061,448,448]
[76862][2661,(49, 104),76861,E,1062,447,447]
[76863][2662,(50, 104),76862,S,1063,446,446]
[76864][2663,(50, 105),76863,E,1064,445,445]
[76865][2667,(49, 105),76864,N,1065,446,446]
[76870][2668,(48, 105),76865,N,1066,447,447]
[76871][2671,(48, 106),76870,E,1067,446,446]
[76872][2674,(47, 106),76871,N,1068,447,447]
[76875][2677,(46, 106),76872,N,1069,448,448]
[76876][2680,(46, 107),76875,E,1070,447,447]
[76877][2684,(45, 107),76876,N,1071,448,448]
[76880][2688,(45, 108),76877,E,1072,447,447]
[76881][2691,(45, 109),76880,E,1073,446,446]
[76882][2692,(44, 109),76881,N,1074,447,447]
[76895][2693,(43, 109),76882,N,1075,448,448]
[76898][2694,(43, 110),76895,E,1076,447,447]
[76900][2698,(43, 111),76898,E,1077,446,446]
[76901][2699,(42, 111),76900,N,1078,447,447]
[76902][2700,(41, 111),76901,N,1079,448,448]
[76903][2702,(40, 111),76902,N,1080,449,449]
[76957][2703,(40, 110),76903,O,1081,450,450]
[77106][2706,(39, 110),76957,N,1082,451,451]
[77134][2709,(38, 110),77106,N,1083,452,452]
[77194][2712,(37, 110),77134,N,1084,453,453]
[77235][2713,(36, 110),77194,N,1085,454,454]
[77474][2714,(36, 109),77235,O,1086,455,455]
[77588][2717,(36, 108),77474,O,1087,456,456]
[77699][2719,(37, 108),77588,S,1088,455,455]
[77700][2720,(37, 107),77699,O,1089,456,456]
[77701][2722,(38, 107),77700,S,1090,455,455]
[77702][2726,(38, 108),77701,E,1091,454,454]
[77703][2730,(39, 108),77702,S,1092,453,453]
[77704][2732,(39, 107),77703,O,1093,454,454]
[77705][2734,(39, 106),77704,O,1094,455,455]
[77706][2738,(38, 106),77705,N,1095,456,456]
[77707][2739,(37, 106),77706,N,1096,457,457]
[77822][2740,(37, 105),77707,O,1097,458,458]
[77945][2741,(36, 105),77822,N,1098,459,459]
[77966][2744,(36, 104),77945,O,1099,460,460]
[77981][2746,(35, 104),77966,N,1100,461,461]
[78001][2748,(35, 105),77981,E,1101,460,460]
[78003][2752,(35, 106),78001,E,1102,459,459]
[78004][2753,(35, 107),78003,E,1103,458,458]
[78005][2754,(35, 108),78004,E,1104,457,457]
[78006][2755,(34, 108),78005,N,1105,458,458]
[78007][2758,(34, 107),78006,O,1106,459,459]
[78008][2762,(33, 107),78007,N,1107,460,460]
[78009][2766,(33, 106),78008,O,1108,461,461]
[78023][2770,(33, 105),78009,O,1109,462,462]
[78532][2771,(33, 104),78023,O,1110,463,463]
[78548][2775,(32, 104),78532,N,1111,464,464]
[78583][2779,(32, 103),78548,O,1112,465,465]
[78629][2783,(32, 102),78583,O,1113,466,466]
[78694][2787,(32, 101),78629,O,1114,467,467]
[78737][2791,(32, 100),78694,O,1115,468,468]
[78767][2795,(32, 99),78737,O,1116,469,469]
[79238][2796,(31, 99),78767,N,1117,470,470]
[79289][2797,(30, 99),79238,N,1118,471,471]
[79340][2801,(29, 99),79289,N,1119,472,472]
[79441][2805,(29, 98),79340,O,1120,473,473]
[79456][2806,(28, 98),79441,N,1121,474,474]
[81050][2807,(27, 98),79456,N,1122,475,475]
[81159][2811,(27, 97),81050,O,1123,476,476]
[81224][2814,(28, 97),81159,S,1124,475,475]
[81226][2816,(29, 97),81224,S,1125,474,474]
[81227][2819,(29, 96),81226,O,1126,475,475]
[81231][2823,(29, 95),81227,O,1127,476,476]
[81234][2826,(30, 95),81231,S,1128,475,475]
[81235][2829,(30, 94),81234,O,1129,476,476]
[81236][2833,(30, 93),81235,O,1130,477,477]
[81350][2836,(31, 93),81236,S,1131,476,476]
[81352][2838,(32, 93),81350,S,1132,475,475]
[81354][2840,(33, 93),81352,S,1133,474,474]
[81356][2843,(33, 92),81354,O,1134,475,475]
